,alt,src,species_code
4173,African Black Duck,579451761,afbduc1
4174,African Black Duck,362888851,afbduc1
4175,African Black Duck,207500331,afbduc1
4176,African Black Duck,206484191,afbduc1
4177,African Black Duck,196465961,afbduc1
4178,African Black Duck,196465591,afbduc1
4179,African Black Duck,170593141,afbduc1
4180,African Black Duck,167925661,afbduc1
4181,African Black Duck,151153551,afbduc1
4182,African Black Duck,102009161,afbduc1
4183,African Black Duck,205353271,afbduc1
4184,African Black Duck,205312031,afbduc1
4185,Yellow-billed Duck,175860391,yebduc1
4186,Yellow-billed Duck,540992531,yebduc1
4187,Yellow-billed Duck,33607291,yebduc1
4188,Yellow-billed Duck,608724328,yebduc1
4189,Yellow-billed Duck,487341261,yebduc1
4190,Yellow-billed Duck,540993711,yebduc1
4191,Yellow-billed Duck,170685451,yebduc1
4192,Yellow-billed Duck,119691691,yebduc1
4193,Yellow-billed Duck,183454601,yebduc1
4194,Yellow-billed Duck,119691681,yebduc1
4195,Yellow-billed Duck,105192481,yebduc1
4196,Yellow-billed Duck,540992161,yebduc1
4197,Yellow-billed Duck,136744511,yebduc1
4198,Yellow-billed Duck,105192501,yebduc1
4199,Yellow-billed Duck,149531771,yebduc1
4200,Yellow-billed Duck,204934221,yebduc1
4201,Yellow-billed Duck,540993731,yebduc1
4202,Yellow-billed Duck,69194231,yebduc1
4203,Yellow-billed Duck,597403831,yebduc1
4204,Yellow-billed Duck,571690321,yebduc1
4205,Yellow-billed Duck,205995621,yebduc1
4206,Yellow-billed Duck,205995611,yebduc1
4207,Yellow-billed Duck,609020719,yebduc1
4208,Yellow-billed Duck,607751241,yebduc1
4209,Yellow-billed Duck,543977721,yebduc1
4210,Yellow-billed Duck,206179561,yebduc1
4211,Yellow-billed Duck,206171791,yebduc1
4212,Yellow-billed Duck,204756641,yebduc1
4213,Yellow-billed Duck,204168621,yebduc1
4214,Yellow-billed Duck,141913591,yebduc1
4215,Meller's Duck,205148661,melduc1
4216,Meller's Duck,238506331,melduc1
4217,Meller's Duck,206157351,melduc1
4218,Meller's Duck,205153141,melduc1
4219,Meller's Duck,247010891,melduc1
4220,Meller's Duck,204303771,melduc1
4221,Meller's Duck,204510381,melduc1
4222,Meller's Duck,125176091,melduc1
4223,Meller's Duck,117977851,melduc1
4224,Meller's Duck,46519041,melduc1
4225,Meller's Duck,84091571,melduc1
4226,Meller's Duck,497820691,melduc1
4227,Meller's Duck,495886821,melduc1
4228,Meller's Duck,206105241,melduc1
4229,Meller's Duck,530281381,melduc1
4230,Meller's Duck,495886841,melduc1
4231,Meller's Duck,495886831,melduc1
4232,Meller's Duck,495886811,melduc1
4233,Meller's Duck,74436381,melduc1
4234,Meller's Duck,109747091,melduc1
4235,Meller's Duck,495701751,melduc1
4236,Meller's Duck,46519051,melduc1
4237,Meller's Duck,141598921,melduc1
4238,Meller's Duck,125177121,melduc1
4239,Meller's Duck,495701801,melduc1
4240,Meller's Duck,41800711,melduc1
4241,Meller's Duck,46606071,melduc1
4242,Meller's Duck,205862481,melduc1
4243,Meller's Duck,205746791,melduc1
4244,Meller's Duck,141598911,melduc1
4245,Pacific Black Duck,460719751,pabduc1
4246,Pacific Black Duck,443905451,pabduc1
4247,Pacific Black Duck,196881231,pabduc1
4248,Pacific Black Duck,159838971,pabduc1
4249,Pacific Black Duck,94572031,pabduc1
4250,Pacific Black Duck,418161421,pabduc1
4251,Pacific Black Duck,166153961,pabduc1
4252,Pacific Black Duck,350998831,pabduc1
4253,Pacific Black Duck,312993791,pabduc1
4254,Pacific Black Duck,323104031,pabduc1
4255,Pacific Black Duck,425923881,pabduc1
4256,Pacific Black Duck,173293271,pabduc1
4257,Pacific Black Duck,159839001,pabduc1
4258,Pacific Black Duck,159838991,pabduc1
4259,Pacific Black Duck,159839021,pabduc1
4260,Pacific Black Duck,364069251,pabduc1
4261,Pacific Black Duck,161380581,pabduc1
4262,Pacific Black Duck,44757961,pabduc1
4263,Pacific Black Duck,161380571,pabduc1
4264,Pacific Black Duck,108250161,pabduc1
4265,Pacific Black Duck,573732251,pabduc1
4266,Pacific Black Duck,159838961,pabduc1
4267,Pacific Black Duck,192233071,pabduc1
4268,Pacific Black Duck,180977461,pabduc1
4269,Pacific Black Duck,155315361,pabduc1
4270,Pacific Black Duck,455785701,pabduc1
4271,Pacific Black Duck,203207961,pabduc1
4272,Pacific Black Duck,160739141,pabduc1
4273,Pacific Black Duck,217195191,pabduc1
4274,Pacific Black Duck,308881541,pabduc1
4275,Laysan Duck,28634241,layduc
4276,Laysan Duck,28638521,layduc
4277,Laysan Duck,41267481,layduc
4278,Laysan Duck,157952551,layduc
4279,Laysan Duck,41267381,layduc
4280,Laysan Duck,41267501,layduc
4281,Laysan Duck,41267101,layduc
4282,Laysan Duck,595277881,layduc
4283,Laysan Duck,41267041,layduc
4284,Laysan Duck,41267141,layduc
4285,Laysan Duck,41230041,layduc
4286,Laysan Duck,41267491,layduc
4287,Laysan Duck,509170991,layduc
4288,Laysan Duck,108560831,layduc
4289,Laysan Duck,587319931,layduc
4290,Laysan Duck,192182311,layduc
4291,Laysan Duck,450301511,layduc
4292,Laysan Duck,192182041,layduc
4293,Laysan Duck,452119481,layduc
4294,Laysan Duck,452119121,layduc
4295,Laysan Duck,452118671,layduc
4296,Laysan Duck,41267061,layduc
4297,Laysan Duck,313266261,layduc
4298,Laysan Duck,181481681,layduc
4299,Laysan Duck,134247891,layduc
4300,Laysan Duck,452118761,layduc
4301,Laysan Duck,452118331,layduc
4302,Laysan Duck,330289501,layduc
4303,Laysan Duck,509171291,layduc
4304,Laysan Duck,509174281,layduc
4305,Hawaiian Duck,79519831,hawduc
4306,Hawaiian Duck,126705771,hawduc
4307,Hawaiian Duck,513099991,hawduc
4308,Hawaiian Duck,115700151,hawduc
4309,Hawaiian Duck,121263211,hawduc
4310,Hawaiian Duck,51083871,hawduc
4311,Hawaiian Duck,91076581,hawduc
4312,Hawaiian Duck,463393641,hawduc
4313,Hawaiian Duck,185055101,hawduc
4314,Hawaiian Duck,33959321,hawduc
4315,Hawaiian Duck,612018503,hawduc
4316,Hawaiian Duck,556816151,hawduc
4317,Hawaiian Duck,110092421,hawduc
4318,Hawaiian Duck,556816171,hawduc
4319,Hawaiian Duck,556816161,hawduc
4320,Hawaiian Duck,113573731,hawduc
4321,Hawaiian Duck,23401691,hawduc
4322,Hawaiian Duck,197994341,hawduc
4323,Hawaiian Duck,612018497,hawduc
4324,Hawaiian Duck,612015981,hawduc
4325,Hawaiian Duck,612015980,hawduc
4326,Hawaiian Duck,611943567,hawduc
4327,Hawaiian Duck,591089971,hawduc
4328,Hawaiian Duck,456514621,hawduc
4329,Hawaiian Duck,434418971,hawduc
4330,Hawaiian Duck,484148311,hawduc
4331,Hawaiian Duck,612018496,hawduc
4332,Hawaiian Duck,598953351,hawduc
4333,Hawaiian Duck,456517491,hawduc
4334,Hawaiian Duck,429506231,hawduc
4335,Philippine Duck,275990881,phiduc1
4336,Philippine Duck,612370694,phiduc1
4337,Philippine Duck,242745841,phiduc1
4338,Philippine Duck,163067321,phiduc1
4339,Philippine Duck,242745731,phiduc1
4340,Philippine Duck,45525191,phiduc1
4341,Philippine Duck,376192481,phiduc1
4342,Philippine Duck,45525181,phiduc1
4343,Philippine Duck,114319321,phiduc1
4344,Philippine Duck,45525071,phiduc1
4345,Philippine Duck,77200531,phiduc1
4346,Philippine Duck,242745671,phiduc1
4347,Philippine Duck,376192491,phiduc1
4348,Philippine Duck,63126721,phiduc1
4349,Philippine Duck,612370656,phiduc1
4350,Philippine Duck,242744871,phiduc1
4351,Philippine Duck,49821781,phiduc1
4352,Philippine Duck,111708901,phiduc1
4353,Philippine Duck,612370657,phiduc1
4354,Philippine Duck,612370655,phiduc1
4355,Philippine Duck,595507911,phiduc1
4356,Philippine Duck,573399431,phiduc1
4357,Philippine Duck,163067351,phiduc1
4358,Philippine Duck,532203271,phiduc1
4359,Philippine Duck,379651211,phiduc1
4360,Philippine Duck,158942161,phiduc1
4361,Philippine Duck,429146241,phiduc1
4362,Philippine Duck,379100121,phiduc1
4363,Philippine Duck,266465701,phiduc1
4364,Philippine Duck,242745801,phiduc1
4365,Indian Spot-billed Duck,611821390,isbduc1
4366,Indian Spot-billed Duck,143492851,isbduc1
4367,Indian Spot-billed Duck,443064991,isbduc1
4368,Indian Spot-billed Duck,98990721,isbduc1
4369,Indian Spot-billed Duck,588094001,isbduc1
4370,Indian Spot-billed Duck,443064971,isbduc1
4371,Indian Spot-billed Duck,182248061,isbduc1
4372,Indian Spot-billed Duck,309392701,isbduc1
4373,Indian Spot-billed Duck,395897361,isbduc1
4374,Indian Spot-billed Duck,485239791,isbduc1
4375,Indian Spot-billed Duck,71740701,isbduc1
4376,Indian Spot-billed Duck,391935131,isbduc1
4377,Indian Spot-billed Duck,611687728,isbduc1
4378,Indian Spot-billed Duck,215813591,isbduc1
4379,Indian Spot-billed Duck,485239801,isbduc1
4380,Indian Spot-billed Duck,424392851,isbduc1
4381,Indian Spot-billed Duck,315654251,isbduc1
4382,Indian Spot-billed Duck,251426021,isbduc1
4383,Indian Spot-billed Duck,611433632,isbduc1
4384,Indian Spot-billed Duck,315655221,isbduc1
4385,Indian Spot-billed Duck,245735241,isbduc1
4386,Indian Spot-billed Duck,245735231,isbduc1
4387,Indian Spot-billed Duck,245735211,isbduc1
4388,Indian Spot-billed Duck,177218501,isbduc1
4389,Indian Spot-billed Duck,177218001,isbduc1
4390,Indian Spot-billed Duck,80626451,isbduc1
4391,Indian Spot-billed Duck,580866891,isbduc1
4392,Indian Spot-billed Duck,397125131,isbduc1
4393,Indian Spot-billed Duck,115903141,isbduc1
4394,Indian Spot-billed Duck,266194101,isbduc1
4395,Eastern Spot-billed Duck,26854871,spbduc
4396,Eastern Spot-billed Duck,146665251,spbduc
4397,Eastern Spot-billed Duck,507792381,spbduc
4398,Eastern Spot-billed Duck,595588831,spbduc
4399,Eastern Spot-billed Duck,41407791,spbduc
4400,Eastern Spot-billed Duck,595588391,spbduc
4401,Eastern Spot-billed Duck,163228071,spbduc
4402,Eastern Spot-billed Duck,460728301,spbduc
4403,Eastern Spot-billed Duck,595588501,spbduc
4404,Eastern Spot-billed Duck,72230321,spbduc
4405,Eastern Spot-billed Duck,597971271,spbduc
4406,Eastern Spot-billed Duck,481392861,spbduc
4407,Eastern Spot-billed Duck,80836601,spbduc
4408,Eastern Spot-billed Duck,205713241,spbduc
4409,Eastern Spot-billed Duck,204791051,spbduc
4410,Eastern Spot-billed Duck,509780431,spbduc
4411,Eastern Spot-billed Duck,303686321,spbduc
4412,Eastern Spot-billed Duck,204388871,spbduc
4413,Eastern Spot-billed Duck,85201251,spbduc
4414,Eastern Spot-billed Duck,522525141,spbduc
4415,Eastern Spot-billed Duck,401792871,spbduc
4416,Eastern Spot-billed Duck,359511281,spbduc
4417,Eastern Spot-billed Duck,131674151,spbduc
4418,Eastern Spot-billed Duck,513226081,spbduc
4419,Eastern Spot-billed Duck,510637251,spbduc
4420,Eastern Spot-billed Duck,481392871,spbduc
4421,Eastern Spot-billed Duck,396011151,spbduc
4422,Eastern Spot-billed Duck,396011121,spbduc
4423,Eastern Spot-billed Duck,287532811,spbduc
4424,Eastern Spot-billed Duck,221958221,spbduc
4425,Mallard,136554831,mallar3
4426,Mallard,63898541,mallar3
4427,Mallard,317843691,mallar3
4428,Mallard,273490191,mallar3
4429,Mallard,395147941,mallar3
4430,Mallard,273490131,mallar3
4431,Mallard,109124861,mallar3
4432,Mallard,187796281,mallar3
4433,Mallard,457600931,mallar3
4434,Mallard,91375081,mallar3
4435,Mallard,230167401,mallar3
4436,Mallard,263233471,mallar3
4437,Mallard,296435851,mallar3
4438,Mallard,611159207,mallar3
4439,Mallard,246278111,mallar3
4440,Mallard,610343415,mallar3
4441,Mallard (Domestic type),462555111,mallar3
4442,Mallard,281997491,mallar3
4443,Mallard (Domestic type),461241041,mallar3
4444,Mallard (Domestic type),405469221,mallar3
4445,Mallard,509807441,mallar3
4446,Mallard,108577391,mallar3
4447,Mallard,59351271,mallar3
4448,Mallard,163427131,mallar3
4449,Mallard,317843711,mallar3
4450,Mallard,141622321,mallar3
4451,Mallard,144691211,mallar3
4452,Mallard,240521511,mallar3
4453,Mallard,63736531,mallar3
4454,Mallard (Domestic type),374502921,mallar3
4455,Mexican Duck,46186291,mexduc
4456,Mexican Duck,611973903,mexduc
4457,Mexican Duck,85452691,mexduc
4458,Mexican Duck,206966251,mexduc
4459,Mexican Duck,163800851,mexduc
4460,Mexican Duck,206966211,mexduc
4461,Mexican Duck,82030921,mexduc
4462,Mexican Duck,303245981,mexduc
4463,Mexican Duck,545273341,mexduc
4464,Mexican Duck,202317171,mexduc
4465,Mexican Duck,411346661,mexduc
4466,Mexican Duck,411346631,mexduc
4467,Mexican Duck,611973902,mexduc
4468,Mexican Duck,411147191,mexduc
4469,Mexican Duck,163800721,mexduc
4470,Mexican Duck,159161101,mexduc
4471,Mexican Duck,393955761,mexduc
4472,Mexican Duck,163800891,mexduc
4473,Mexican Duck,389354501,mexduc
4474,Mexican Duck,520380281,mexduc
4475,Mexican Duck,303245401,mexduc
4476,Mexican Duck,274746091,mexduc
4477,Mexican Duck,427817451,mexduc
4478,Mexican Duck,206966261,mexduc
4479,Mexican Duck,303245501,mexduc
4480,Mexican Duck,393909661,mexduc
4481,Mexican Duck,303245621,mexduc
4482,Mexican Duck,423957561,mexduc
4483,Mexican Duck,111629431,mexduc
4484,Mexican Duck,392349111,mexduc
4485,American Black Duck,139201741,ambduc
4486,American Black Duck,51360881,ambduc
4487,American Black Duck,139201721,ambduc
4488,American Black Duck,393546911,ambduc
4489,American Black Duck,51360971,ambduc
4490,American Black Duck,613197189,ambduc
4491,American Black Duck,303499401,ambduc
4492,American Black Duck,526927751,ambduc
4493,American Black Duck,611030457,ambduc
4494,American Black Duck,281092601,ambduc
4495,American Black Duck,51361571,ambduc
4496,American Black Duck,136658601,ambduc
4497,American Black Duck,281092611,ambduc
4498,American Black Duck,307717461,ambduc
4499,American Black Duck,611353921,ambduc
4500,American Black Duck,609608606,ambduc
4501,American Black Duck,420663641,ambduc
4502,American Black Duck,38611141,ambduc
4503,American Black Duck,302426031,ambduc
4504,American Black Duck,286351201,ambduc
4505,American Black Duck,62431441,ambduc
4506,American Black Duck,84195391,ambduc
4507,American Black Duck,103672711,ambduc
4508,American Black Duck,189399741,ambduc
4509,American Black Duck,359010061,ambduc
4510,American Black Duck,519138851,ambduc
4511,American Black Duck,187491651,ambduc
4512,American Black Duck,71887491,ambduc
4513,American Black Duck,612053858,ambduc
4514,American Black Duck,396501041,ambduc
4515,Mottled Duck,399775021,motduc
4516,Mottled Duck (Gulf Coast),157428671,motduc
4517,Mottled Duck,91227231,motduc
4518,Mottled Duck,400300411,motduc
4519,Mottled Duck (Florida),611849960,motduc
4520,Mottled Duck,399775181,motduc
4521,Mottled Duck,494119871,motduc
4522,Mottled Duck,399775111,motduc
4523,Mottled Duck,166002981,motduc
4524,Mottled Duck,433241161,motduc
4525,Mottled Duck,458687171,motduc
4526,Mottled Duck,299504151,motduc
4527,Mottled Duck,438161881,motduc
4528,Mottled Duck,576540871,motduc
4529,Mottled Duck,75570211,motduc
4530,Mottled Duck,304056321,motduc
4531,Mottled Duck (Florida),611378045,motduc
4532,Mottled Duck,438161761,motduc
4533,Mottled Duck,399444771,motduc
4534,Mottled Duck,578961721,motduc
4535,Mottled Duck,51831811,motduc
4536,Mottled Duck,77091701,motduc
4537,Mottled Duck (Florida),563011161,motduc
4538,Mottled Duck,217640621,motduc
4539,Mottled Duck (Florida),552790351,motduc
4540,Mottled Duck,545383371,motduc
4541,Mottled Duck,399775051,motduc
4542,Mottled Duck,169767801,motduc
4543,Mottled Duck,576540671,motduc
4544,Mottled Duck,434150191,motduc
4545,Cape Teal,287096631,captea1
4546,Cape Teal,33925641,captea1
4547,Cape Teal,57986131,captea1
4548,Cape Teal,583293811,captea1
4549,Cape Teal,700913,captea1
4550,Cape Teal,206175401,captea1
4551,Cape Teal,206151171,captea1
4552,Cape Teal,205904041,captea1
4553,Cape Teal,601303821,captea1
4554,Cape Teal,595284101,captea1
4555,Cape Teal,70683851,captea1
4556,Cape Teal,204329201,captea1
4557,Cape Teal,583294011,captea1
4558,Cape Teal,299161701,captea1
4559,Cape Teal,204235231,captea1
4560,Cape Teal,33605721,captea1
4561,Cape Teal,611636803,captea1
4562,Cape Teal,610731559,captea1
4563,Cape Teal,607118851,captea1
4564,Cape Teal,601834401,captea1
4565,Cape Teal,583293821,captea1
4566,Cape Teal,532655361,captea1
4567,Cape Teal,299161551,captea1
4568,Cape Teal,211597401,captea1
4569,Cape Teal,709779,captea1
4570,Cape Teal,54995651,captea1
4571,Cape Teal,54995661,captea1
4572,Cape Teal,607118881,captea1
4573,Cape Teal,601474801,captea1
4574,Cape Teal,299161741,captea1
4575,White-cheeked Pintail,65080661,whcpin
4576,White-cheeked Pintail,84478501,whcpin
4577,White-cheeked Pintail,65080641,whcpin
4578,White-cheeked Pintail,213246151,whcpin
4579,White-cheeked Pintail,435340311,whcpin
4580,White-cheeked Pintail,65081031,whcpin
4581,White-cheeked Pintail,374395321,whcpin
4582,White-cheeked Pintail,170208071,whcpin
4583,White-cheeked Pintail (Galapagos),25741931,whcpin
4584,White-cheeked Pintail,374395251,whcpin
4585,White-cheeked Pintail,64440031,whcpin
4586,White-cheeked Pintail,153207601,whcpin
4587,White-cheeked Pintail,512656151,whcpin
4588,White-cheeked Pintail,384886211,whcpin
4589,White-cheeked Pintail,518107861,whcpin
4590,White-cheeked Pintail,151981751,whcpin
4591,White-cheeked Pintail,24897621,whcpin
4592,White-cheeked Pintail,222057851,whcpin
4593,White-cheeked Pintail,583908101,whcpin
4594,White-cheeked Pintail,435340291,whcpin
4595,White-cheeked Pintail,609631987,whcpin
4596,White-cheeked Pintail,421187611,whcpin
4597,White-cheeked Pintail,65082101,whcpin
4598,White-cheeked Pintail,499058771,whcpin
4599,White-cheeked Pintail,455618861,whcpin
4600,White-cheeked Pintail,435340261,whcpin
4601,White-cheeked Pintail,384886231,whcpin
4602,White-cheeked Pintail,313461121,whcpin
4603,White-cheeked Pintail,583787821,whcpin
4604,White-cheeked Pintail,222057841,whcpin
4605,Red-billed Duck,204180271,rebduc1
4606,Red-billed Duck,204331581,rebduc1
4607,Red-billed Duck,583293901,rebduc1
4608,Red-billed Duck,365328111,rebduc1
4609,Red-billed Duck,45203671,rebduc1
4610,Red-billed Duck,365328121,rebduc1
4611,Red-billed Duck,204311331,rebduc1
4612,Red-billed Duck,46519071,rebduc1
4613,Red-billed Duck,205995631,rebduc1
4614,Red-billed Duck,121989091,rebduc1
4615,Red-billed Duck,105660971,rebduc1
4616,Red-billed Duck,346544981,rebduc1
4617,Red-billed Duck,205995641,rebduc1
4618,Red-billed Duck,204942251,rebduc1
4619,Red-billed Duck,107236671,rebduc1
4620,Red-billed Duck,47381681,rebduc1
4621,Red-billed Duck,74436401,rebduc1
4622,Red-billed Duck,54134521,rebduc1
4623,Red-billed Duck,206069671,rebduc1
4624,Red-billed Duck,206203941,rebduc1
4625,Red-billed Duck,206157331,rebduc1
4626,Red-billed Duck,611167420,rebduc1
4627,Red-billed Duck,583293911,rebduc1
4628,Red-billed Duck,496031761,rebduc1
4629,Red-billed Duck,321225841,rebduc1
4630,Red-billed Duck,168733221,rebduc1
4631,Red-billed Duck,206105231,rebduc1
4632,Red-billed Duck,205862501,rebduc1
4633,Red-billed Duck,204792521,rebduc1
4634,Red-billed Duck,528970901,rebduc1
4635,Northern Pintail,424361601,norpin
4636,Northern Pintail,389630751,norpin
4637,Northern Pintail,536239861,norpin
4638,Northern Pintail,71206681,norpin
4639,Northern Pintail,296001671,norpin
4640,Northern Pintail,179183091,norpin
4641,Northern Pintail,197576801,norpin
4642,Northern Pintail,313251331,norpin
4643,Northern Pintail,612614184,norpin
4644,Northern Pintail,424370971,norpin
4645,Northern Pintail,538866311,norpin
4646,Northern Pintail,523102471,norpin
4647,Northern Pintail,538866301,norpin
4648,Northern Pintail,397657651,norpin
4649,Northern Pintail,523102491,norpin
4650,Northern Pintail,77474941,norpin
4651,Northern Pintail,516800751,norpin
4652,Northern Pintail,209953721,norpin
4653,Northern Pintail,315236131,norpin
4654,Northern Pintail,300193931,norpin
4655,Northern Pintail,523102481,norpin
4656,Northern Pintail,538866291,norpin
4657,Northern Pintail,77474931,norpin
4658,Northern Pintail,449683831,norpin
4659,Northern Pintail,555705571,norpin
4660,Northern Pintail,523103061,norpin
4661,Northern Pintail,133753171,norpin
4662,Northern Pintail,197576811,norpin
4663,Northern Pintail,205997721,norpin
4664,Northern Pintail,502318591,norpin
4665,Eaton's Pintail,320550371,eatpin1
4666,Eaton's Pintail,34177901,eatpin1
4667,Eaton's Pintail,320550211,eatpin1
4668,Eaton's Pintail,320550311,eatpin1
4669,Eaton's Pintail,29000301,eatpin1
4670,Eaton's Pintail,29000311,eatpin1
4671,Eaton's Pintail,419938901,eatpin1
4672,Eaton's Pintail,606291301,eatpin1
4673,Eaton's Pintail,606291261,eatpin1
4674,Eaton's Pintail,606274521,eatpin1
4675,Eaton's Pintail,34177991,eatpin1
4676,Eaton's Pintail,34177981,eatpin1
4677,Eaton's Pintail,606591331,eatpin1
4678,Eaton's Pintail,606291271,eatpin1
4679,Eaton's Pintail,606274541,eatpin1
4680,Eaton's Pintail,606202701,eatpin1
4681,Eaton's Pintail,606274581,eatpin1
4682,Eaton's Pintail,232291631,eatpin1
4683,Eaton's Pintail,606291181,eatpin1
4684,Eaton's Pintail,606591481,eatpin1
4685,Eaton's Pintail,606291161,eatpin1
4686,Eaton's Pintail,610794389,eatpin1
4687,Eaton's Pintail,610794387,eatpin1
4688,Eaton's Pintail,610794385,eatpin1
4689,Eaton's Pintail,610794384,eatpin1
4690,Eaton's Pintail,610794383,eatpin1
4691,Eaton's Pintail,610792908,eatpin1
4692,Eaton's Pintail,610792907,eatpin1
4693,Eaton's Pintail,610792906,eatpin1
4694,Eaton's Pintail,610792607,eatpin1
4695,Yellow-billed Pintail,441243681,yebpin1
4696,Yellow-billed Pintail,104375101,yebpin1
4697,Yellow-billed Pintail,61672671,yebpin1
4698,Yellow-billed Pintail,418951641,yebpin1
4699,Yellow-billed Pintail (South American),199750001,yebpin1
4700,Yellow-billed Pintail,206161381,yebpin1
4701,Yellow-billed Pintail,359992491,yebpin1
4702,Yellow-billed Pintail,467340761,yebpin1
4703,Yellow-billed Pintail (South Georgia),249046841,yebpin1
4704,Yellow-billed Pintail,505704941,yebpin1
4705,Yellow-billed Pintail,591315691,yebpin1
4706,Yellow-billed Pintail (South American),140148191,yebpin1
4707,Yellow-billed Pintail,611463458,yebpin1
4708,Yellow-billed Pintail,574578131,yebpin1
4709,Yellow-billed Pintail,499058941,yebpin1
4710,Yellow-billed Pintail,282692971,yebpin1
4711,Yellow-billed Pintail,70272291,yebpin1
4712,Yellow-billed Pintail,610582704,yebpin1
4713,Yellow-billed Pintail,609811437,yebpin1
4714,Yellow-billed Pintail,574682961,yebpin1
4715,Yellow-billed Pintail (South Georgia),204864741,yebpin1
4716,Yellow-billed Pintail (South Georgia),204766141,yebpin1
4717,Yellow-billed Pintail,610499159,yebpin1
4718,Yellow-billed Pintail,610582678,yebpin1
4719,Yellow-billed Pintail (South Georgia),502743471,yebpin1
4720,Yellow-billed Pintail,387369691,yebpin1
4721,Yellow-billed Pintail,232085911,yebpin1
4722,Yellow-billed Pintail (South Georgia),205899511,yebpin1
4723,Yellow-billed Pintail (South Georgia),205173831,yebpin1
4724,Yellow-billed Pintail,416594481,yebpin1
4725,Green-winged Teal,322559021,gnwtea
4726,Green-winged Teal (American),296005431,gnwtea
4727,Green-winged Teal,422441021,gnwtea
4728,Green-winged Teal,309740701,gnwtea
4729,Green-winged Teal (American),395211181,gnwtea
4730,Green-winged Teal,422440321,gnwtea
4731,Green-winged Teal,501469651,gnwtea
4732,Green-winged Teal,541376561,gnwtea
4733,Green-winged Teal,600050011,gnwtea
4734,Green-winged Teal,422440311,gnwtea
4735,Green-winged Teal (Eurasian),538866341,gnwtea
4736,Green-winged Teal,323400201,gnwtea
4737,Green-winged Teal,314358131,gnwtea
4738,Green-winged Teal,85701351,gnwtea
4739,Green-winged Teal (Eurasian),219925031,gnwtea
4740,Green-winged Teal (American),32495021,gnwtea
4741,Green-winged Teal,315618881,gnwtea
4742,Green-winged Teal (American),429008291,gnwtea
4743,Green-winged Teal (Eurasian),537642961,gnwtea
4744,Green-winged Teal,306358661,gnwtea
4745,Green-winged Teal (Eurasian),320700141,gnwtea
4746,Green-winged Teal,207329391,gnwtea
4747,Green-winged Teal (American),44753061,gnwtea
4748,Green-winged Teal (American),311245831,gnwtea
4749,Green-winged Teal,91817201,gnwtea
4750,Green-winged Teal (American),50112151,gnwtea
4751,Green-winged Teal,324024241,gnwtea
4752,Green-winged Teal,536093151,gnwtea
4753,Green-winged Teal,412689481,gnwtea
4754,Green-winged Teal,314358091,gnwtea
4755,Andean Teal,591316161,spetea3
4756,Andean Teal (Andean),205508471,spetea3
4757,Andean Teal,170289681,spetea3
4758,Andean Teal (Merida),204866741,spetea3
4759,Andean Teal,43979551,spetea3
4760,Andean Teal (Andean),205907081,spetea3
4761,Andean Teal,594212691,spetea3
4762,Andean Teal,168575041,spetea3
4763,Andean Teal (Andean),79299431,spetea3
4764,Andean Teal,255954831,spetea3
4765,Andean Teal (Andean),211909561,spetea3
4766,Andean Teal,82829721,spetea3
4767,Andean Teal,225674291,spetea3
4768,Andean Teal,352965631,spetea3
4769,Andean Teal (Merida),88138431,spetea3
4770,Andean Teal,45453251,spetea3
4771,Andean Teal (Merida),88138451,spetea3
4772,Andean Teal,490840831,spetea3
4773,Andean Teal (Andean),205783771,spetea3
4774,Andean Teal (Andean),205508481,spetea3
4775,Andean Teal (Merida),205402061,spetea3
4776,Andean Teal (Andean),204996891,spetea3
4777,Andean Teal (Merida),204914121,spetea3
4778,Andean Teal (Andean),204328941,spetea3
4779,Andean Teal (Andean),204100971,spetea3
4780,Andean Teal (Andean),204100961,spetea3
4781,Andean Teal (Merida),705870,spetea3
4782,Andean Teal,105683811,spetea3
4783,Andean Teal,165978711,spetea3
4784,Andean Teal,156742131,spetea3
4785,Yellow-billed Teal,470625991,yebtea1
4786,Yellow-billed Teal,491735731,yebtea1
4787,Yellow-billed Teal (oxyptera),165259191,yebtea1
4788,Yellow-billed Teal,474886741,yebtea1
4789,Yellow-billed Teal (oxyptera),386502301,yebtea1
4790,Yellow-billed Teal,305677631,yebtea1
4791,Yellow-billed Teal,104376561,yebtea1
4792,Yellow-billed Teal,261216331,yebtea1
4793,Yellow-billed Teal,72636171,yebtea1
4794,Yellow-billed Teal (flavirostris),204567871,yebtea1
4795,Yellow-billed Teal,168501511,yebtea1
4796,Yellow-billed Teal,423632011,yebtea1
4797,Yellow-billed Teal,359992531,yebtea1
4798,Yellow-billed Teal,611370597,yebtea1
4799,Yellow-billed Teal,67589531,yebtea1
4800,Yellow-billed Teal,611418202,yebtea1
4801,Yellow-billed Teal,419730231,yebtea1
4802,Yellow-billed Teal,47650241,yebtea1
4803,Yellow-billed Teal,551446081,yebtea1
4804,Yellow-billed Teal,474886761,yebtea1
4805,Yellow-billed Teal,221716111,yebtea1
4806,Yellow-billed Teal,611471700,yebtea1
4807,Yellow-billed Teal,470626011,yebtea1
4808,Yellow-billed Teal,492052941,yebtea1
4809,Yellow-billed Teal,326105351,yebtea1
4810,Yellow-billed Teal,126507101,yebtea1
4811,Yellow-billed Teal,61001021,yebtea1
4812,Yellow-billed Teal,347897931,yebtea1
4813,Yellow-billed Teal,611470570,yebtea1
4814,Yellow-billed Teal,475888011,yebtea1
